 reviews	positive/negative
The only social media I use regularly is instagram. I'm not a huge fan of them becoming politically involved and find the fact checking a bit biased. However, it's a decent app.	1
It's an awesome app	1
GoodðŸ‘	1
Very good experience ðŸ‘ðŸ‡µðŸ‡°	1
Nice	1
Best	1
Nis	0
Everything takes a real long time to load now especially after the recent update.	0
Good ðŸ‘	1
goyoo	1
Good experience	1
Superb	1
Very nice app. But in my I'd this is not providing me reactions in chat and reply ðŸ˜žðŸ˜žðŸ˜ž some features are missing in my I'd please fix the issues as soon as possible.	0
It's so nice app i apriseat him	1
Outstanding	1
Very nice interesting	1
It's amazing show stopping spectacular and all other things it let you post whatever you want it lets you meet like and subscribe	1
Amazing social media app ðŸ˜Š	1
Osam	1
It's very nice app . But still u should consentrate on ur study . ðŸ˜…	1
New update version are not work properly	0
I love you free fire	1
Thik he	0
Is good ap	1
Good app shubham yadav	1
Great app! Thanks.	1
Use by moo moo	1
Nice	1
I love this app	0
Video uploading problem, app take lot of time	0
Nice	1
Its is useful..	1
Entertaintment vera level	1
good, i have no problem with app good for promotions as allways	1
nice very nice app	1
Optimisation for android is terrible and way too much spam and too many glitches.	0
Its very good app	1
Nice	1
Really fun	1
Rohitmalviya	1
Problem in parso sing can't open this folder late process	0
Outstanding	1
It's a good platform to brush shoulders with celebrities and learn how to top up the game.(???)	1
Love the reels option.â¤ï¸	1
My app is not opening last four weeks.	1
Very bad	0
The apps having too many bugs right now..after updating my Instagram .. whenever I tried to put some stories ..they are just showing uploading and it didn't uploaded on 8 hours and whenever tried to watch others story's it didn't work too..the video got freeze..not even audio working... please check my problem solve this asap.. please need that	0
Good	0
Nice app	1
Bro mai reel daal raha hu but meri reel pe view nahi aa rahe hai please kuch karo bro	1
good	1
I love Instagram it's the best media	1
Excellent	1
"Worst aap ever to be used .... whenever I try to login my id it always showing "" wait for few minutes before you try again "" .. I'm trying to log in from 3 days ... and still the few minutes of Instagram has not finished yet !! Please tell me that how much time you count in your few minutes ?????ðŸ¤¬"	0
I LOVEEE this app â¤ï¸ but tbh yes it does have some glitches	1
Wow	1
Best	1
Bonne application	1
Best time pass app ðŸ‘Œ	1
Its hanging and not reloading from past 2 days.worst app	0
NicðŸ¥µâ¤ï¸	1
Vikash kanojiya	0
Good app but I can't use reply to someone's message	0
My experience with Google's apps has been on balance terrible. The apps passwird storage in a word is abysmal compared to other password storage and security sites. If Google weren't as humongous as it is I'd stop using it but then I'd lose complete contact with many of my friends who continue to blindly follow like lemurs even to the point of running off a cliff.	0
Nice App	1
I love instagram	1
Saportive and beautiful knowledge platefarm	1
Please unfreeze my Instagram account. I hope you solve my problem early. Thank you	1
Nice app for all	1
Cool	1
Best	1
A lot better than Facebook this for sure	1
One of my favorite apps! I love this app very much. I did get hacked into only once so becareful with who you follow and let follow you. Other then that I hope you enjoy this app as much as I do.	1
Good	1
â¤ï¸	1
Power	1
# Remix	1
Rted 12+	0
Pkz views my relis	1
Excellent app	1
I love the app it's worth	1
This is waste app	0
Beautiful app. I'm on cultural and business tour in Turkey ðŸ‡¹ðŸ‡·. Instagram Help me to get connected with good local people and businesses please?	1
There is nothing better than IG	1
Smooth gamitin first time ko gumamit ng IG	1
QQ	0
Update not available	0
Instagram very good aapðŸ˜ŠðŸ˜ŠðŸ˜ŠðŸ˜Š	1
Not bad	1
I really like Instagram but I don't have any girlfriend could you please help me thanks ðŸ‘.............!	1
Just lost my account because the scammer was able to get in and set up 2 factor authentication on their own device. The security is terrible and I just lost my account I had since high school.	0
Its great!	1
Nice app	1
This the mostvtime pass app	1
Superb	1
Good	1
Loved it	1
Not swipe	1
Hye.. I wanna do a report because my Instagram archive story was missing on November 26, 2022. The missing video was really important to me. I really don't know what to do. Please I hope you can fix this problems asap. Thankyou:)	0
Gueusus	1
Good app	1
Nice	1
Super	1
But download is slow	1
So you know the number thing well I don't have one so it won't let me do anything until I put a number in but I don't have one so... I need help because all my friends have this and I don't and I want it too but I can't so can you help me with the number thing please.tyðŸ–¤	0
Nice	1
Mn vklllll ll) open kyyio koon u nh,..	1
Go 531-3827 up up up 2	0
ØªØ·Ø¨ÙŠÙ‚ Ø¬Ù…ÙŠÙŠÙ„	1
Very nice app	1
ðŸ”¥ðŸ‘ðŸ»	1
Love it	1
It's having issues with loading messages	0
Bhai ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»ðŸ‘ŒðŸ»	1
10k follower	1
This app is very good ðŸ‘ðŸ‘	1
Gogoi Rekha	0
Follower	1
Dying platform, Inundated with ads, biased censorship. Garbage.	0
Nice app	0
Thanks so much I really appreciate your appðŸ’¯ðŸ’¯ðŸ’—ðŸ’—	1
Bahut achha app he magar ladkiyo ke naam pe sale ladke dhokha de te hei meri ghujarish he ki ese ladko ki id ko band kiya jaay Or ladkiyo ko kaha jay ki bhav kam khaye koi pata ne ki koshish kre to pat jay	1
Please don't use this app, think this app is not for poor and middle class boys because I have been using it since 1 year and I posted 250 videos but instagram shows my videos only 50 or 100 other people. They are just making fool of Indian boys but I am also looking girls , who started instagram after me and they posted one or two videos and after only 2 weeks , now I can see they have 400 followers. I just want to ask to instagram ? You like only girls ? Or you are just making money by us.	0
Ã‘eh	1
Remove ads	0
Very bad experions ðŸ˜¤ðŸ˜¤ðŸ˜¤	0
it's nice the ig look at nice	1
I miss so many posts due to constand random refreshing and things just not showing up. Having to go through old posts just to see thing that we should be on the main page. More ads than a catalog.	0
tae	1
Post blur problem solve please	1
I love Instagram	1
Nice	1
Mb bhot udti ha instagram pe	1
Manoranjan us full app	1
Too many adds and suggested follows. The old school IG (pre adds) was 5 ðŸŒŸ.	0
Easy and durable	1
Hey money	1
Yesss good app	1
Sandar hai yeh	1
Fantastic app	1
Very good platform to show your talent	1
Asome	1
Nice app	1
Hi KP	1
Instagram Pro	0
This app is nice but does it put new people in the face of celebs or content creators? I'm not sure but keep up the good work	1
instagram is a great app	1
ThANK	1
My whole gallery on ig is messed up n now it wont open.	0
Ok	1
Very nice mobile app	1
my account to reel option is show	0
Decent but annoying as hell. When I open it, it'll show me a post that I am genuinely interested in but before I can do anything with it the page refreshes and shows me something different. Also there have been countless times I've been scrolling just for it to randomly decide I've had enough and refresh itself. It's quite frustrating to have these experiences.	0
Best app all time best	1
Good	1
nothin but sexual content when you report it it just sends it to a bot and they take down that one post. you need a human being to go through these profiles. and ban all these accounts and prostitutes it is 100% against guidelines. you could totally do it. I can't go scroll through Instagram for 15 seconds without seeing porn or prostitutes FIX IT !!!!!!	0
Good	1
Khushi. Jk maan Saab	0
Can't do without Instagram anymore	1
Good	1
Lower appðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ˜ˆðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ˜ˆðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ–•ðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆðŸ˜ˆ	1
Fun	1
Good	1
Nice app	1
Instagram has always, provided me upgrades, and preferred access, to my account everytime, talk about perfection.	1
Please for all video	1
Wow superb	1
Nice superb	1
notty_boi_i like my all reels ðŸ¤žâ¤ï¸ðŸ¤ŒðŸ¤Œ	1
Nice ðŸ‘ðŸ‘ app	1
Anurag Kumar	1
Pankajyadav8665y	0
I love this app	1
Nice	1
Just keeps getting better and better. Three cheers !!!	1
Instagram not post yet problem solve	1
llll L L lol L I	1
Good aap	1
Worst now	0
Nice	1
ðŸ”¥ðŸ”¥	1
Always struck in working and want updated	1
Pretty apps	0
This app helps people to talk	0
Kitna	1
honestly stop making Instagram the new TikTok	0
Nice	1
Best fot timepass	1
, yr, , h6	1
badiya	1
To use like time pass some important things so this to use in work ðŸ™ƒ	1
Jelekkkkk	1
Nice	1
I ma insmtagra lover	1
Perfect	1
Something went wrong. Junk.	0
ðŸ‘‘JaatðŸ‘‘	1
Instagram is good	1
So far , I enjoyed this app .	1
Jrhum se	0
Good ðŸ‘	1
chinthapudikalyankumar50	0
Nice app ðŸ˜ŠðŸ˜ðŸ˜˜	1
Reels pause and don't respond. It happens to multiple reels at a time and I meed to restart the app to fix it	0
Good	1
Best	1
very good!	1
Nice instantaneous	1
bug when in call	1
Excellent App	1
Best	1
GOT BANNED FOR MAKING AN ACCOUNT! Don't want me around? Fine	0
Great to consume content	1
It good but all the new music all not on Instagram	1
Doesn't let me log into my account	0
I love it	1
Good	1
Very good	1
Good ðŸ‘	1
Super	1
Problem in installing	1
Uwu	1
This app very good and very bad information giving and also most popular app .	1
â¤ï¸ðŸ˜	1
DWe	0
Amazing	1
Nice app ðŸ‘ðŸ‘Œ	1
fr tho ong get real fr fr fr fr	1
ðŸ‘	1
Very nice	1
Rajib Oo	0
Is amazing	1
The best social app â¤	1
Great tool for creating content!	1
Saved Audio is not working. Not from saved menu...and not even in reels music options-saved	0
They sensor conservatives.	0
Great	1
Chilongift	1
Its a good app and I like it	1
It's good. It's really goof.	1
Nice app	1
So beautiful	1
I love it	1
âœ”âœ”âœ”	1
"App was good untill they started drasticly changing it with updates. The reels are just an attempt to be like tik tok, it's losing its personality from it,but that not the main reason I'm giving it the one star. Recently instagram started recommending me stuff on explore I don't care about. I'm trying to tell the algorithm I don't want to see the posts by clicking the ""not interested"" button, but they keep popping back up.Cause ofreelsIcan'tsavethepoststotheother folder. I have more complaints.."	0
Yadav pravin	0
Since the latest update I cannot even log in! All I keep getting is a popup error message telling me to try again. Tell me, how many megabytes is this app? In the old days all that could have been written in 3 - 4 lines of Basic code!	0
Good night	1
Amazing	1
why don't all of my acc have the same features ?? :(	0
U4t	1
Great platform!	1
Perfect	1
What about themed icon on Google Pixel Android 13?:)	1
ðŸ¤§ðŸ‘ I don't know It was asking for rating multiple times so I rated.	1
Too slow and hanging	0
Its osmðŸ‘	1
Muy buena	1
New update give black screen when playing reels	0
The platform	1
My Instagram all view problem	0
Lots of fake people there, make Shure you screen your followers	0
Banyak bug dihp xiaomi	0
si es una muy buena app y no tiene ningÃºn pero	1
the sound have problem it's not work	0
First ut was good but now its not taking internet speed from my phone and not working even i have installed uninstalled many time still its not fixed . I am having an download speed of 2 mbps but still this insta is not working and cathing up speed.	0
Great	1
I love Instagram but i don't like when it keeps showing new	1
It's like my real stress buster and true friend	1
ðŸ‘ðŸ‘	1
I cant update my instagram account	0
Gunnu	0
Good experience	1
Good	1
nice	1
My Frist love criterion on this app	1
Rely so good	1
Nice ðŸ‘	1
Over all it's a really good app	1
Like	1
Thank you for this platform that let's us share from our hearts.	1
ÙŠØ³ØªØºÙ„ Ù…Ø³Ø§Ø­Ø© Ø§Ù„Ù‡Ø§ØªÙ ÙƒØ«ÙŠØ±Ø§ ÙˆØ¨Ø¯ÙˆÙ† ÙØ§Ø¦Ø¯Ø©ðŸ‡©ðŸ‡¿ðŸ‡©ðŸ‡¿	0
The best app ever	1
Posting a reel is a good example of a poor user interface.	0
Good app	1
Wow nice	1
I love this app however it currently has a bug where it only shows posts from a recently followed Instagram account in my feed, and fails to show any new post from other accounts I follow. Please fix this bug, I keep missing out on updates from news accounts and what not!	0
Good	1
The reals and normal massages stop i dont know why	0
I love this app so much I be on is 24/7 omm I love this ðŸ˜	1
nice	1
App keeps crashing after new android update	0
Interaction with customers and friends its so good	1
It's really interesting and it doesn't hung everytime i really enjoy	0
This app is a$$ I got my account hacked an I reported it many times even other people have an Instagram won't take it down and that same person has hacked a lot of accounts fr do better ðŸ™„ðŸ˜¡smh. a lot of underage kids are involved including a infant	0
